household_id,coupon_upc,campaign_id,redemption_date
426,57064021233,8,2017-05-16
931,10000085363,8,2017-05-16
931,51111110076,8,2017-05-16
931,52700040009,8,2017-05-16
931,53500051576,8,2017-05-16
931,53600000078,8,2017-05-16
931,53800050033,8,2017-05-16
931,54200000033,8,2017-05-16
931,54450031033,8,2017-05-16
931,57192117133,8,2017-05-16
931,57631000076,8,2017-05-16
1005,10000085363,8,2017-05-16
1005,10000089053,8,2017-05-16
1005,10000089054,8,2017-05-16
1005,53620010050,8,2017-05-16
1066,53600000078,8,2017-05-16
1098,10000085363,8,2017-05-16
1247,10000085364,8,2017-05-16
1247,57631000076,8,2017-05-16
1394,54154888076,8,2017-05-16
1591,55100012140,8,2017-05-16
1591,55410000076,8,2017-05-16
2380,10000085364,8,2017-05-16
1,10000085364,8,2017-05-17
1,51700010076,8,2017-05-17
115,54450031033,8,2017-05-17
232,55100012140,8,2017-05-17
279,10000085363,8,2017-05-17
929,10000089029,8,2017-05-17
929,55100055075,8,2017-05-17
982,10000085363,8,2017-05-17
1024,10000085363,8,2017-05-17
1299,10000085364,8,2017-05-17
1299,53010010033,8,2017-05-17
1356,10000085361,8,2017-05-17
1421,54154888076,8,2017-05-17
2448,10000085364,8,2017-05-17
8,53600000078,8,2017-05-18
56,54200000033,8,2017-05-18
353,10000085363,8,2017-05-18
692,10000085363,8,2017-05-18
2233,57127900036,8,2017-05-18
2317,55113140076,8,2017-05-18
2330,10000085364,8,2017-05-18
2330,54470020031,8,2017-05-18
2330,57127900036,8,2017-05-18
13,10000085364,8,2017-05-20
93,51111121078,7,2017-05-20
294,10000085361,8,2017-05-20
630,10000085364,8,2017-05-20
1285,57910012076,8,2017-05-20
1318,55150026032,8,2017-05-20
1529,10000085364,8,2017-05-20
1534,57127900036,8,2017-05-20
1791,10000085363,8,2017-05-20
1823,53800050033,8,2017-05-20
1935,58087858576,7,2017-05-20
1937,10000085361,8,2017-05-20
1937,10000085366,8,2017-05-20
1937,10000089006,8,2017-05-20
1937,52898920076,8,2017-05-20
2430,10000085361,8,2017-05-20
2430,10000089032,8,2017-05-20
2448,10000085364,8,2017-05-20
2496,10000085363,8,2017-05-20
2496,57045970076,8,2017-05-20
2496,57910070076,8,2017-05-20
294,50800490078,8,2017-05-21
1677,10000085361,8,2017-05-21
1708,10000085361,8,2017-05-21
1708,55100055075,8,2017-05-21
1708,55100090033,8,2017-05-21
1759,10000089015,8,2017-05-21
2082,52484270076,8,2017-05-21
2284,10000085363,8,2017-05-21
2462,52898920076,8,2017-05-21
117,10000085361,8,2017-05-22
117,10000089019,8,2017-05-22
117,54154888076,8,2017-05-22
574,55100012140,8,2017-05-22
1228,10000085363,8,2017-05-22
1694,10000085361,8,2017-05-22
1694,54154889078,8,2017-05-22
2019,53600000078,8,2017-05-22
2019,54610020076,8,2017-05-22
2366,10000089054,8,2017-05-22
1,54200000033,8,2017-05-23
208,55100090033,8,2017-05-23
605,10000085361,8,2017-05-23
702,10000085364,8,2017-05-23
1066,50800490078,8,2017-05-23
1451,10000085363,8,2017-05-23
1451,53010010033,8,2017-05-23
1451,57047092032,8,2017-05-23
1726,10000085364,8,2017-05-23
1726,10000085373,7,2017-05-23
1726,57050100076,7,2017-05-23
2041,10000085363,8,2017-05-23
18,53700020076,8,2017-05-24
18,55000013033,8,2017-05-24
115,53760084282,8,2017-05-24
165,10000085363,8,2017-05-24
1256,10000085363,8,2017-05-24
1453,10000089013,8,2017-05-24
1453,52840000075,8,2017-05-24
1453,53475600050,8,2017-05-24
1453,57064021233,8,2017-05-24
1528,10000085363,8,2017-05-24
1648,10000085363,8,2017-05-24
1648,51981012076,8,2017-05-24
1648,57910012076,8,2017-05-24
2451,52484270076,8,2017-05-24
256,10000085361,8,2017-05-25
998,52740020076,8,2017-05-25
1687,10000085364,8,2017-05-25
1856,52370020076,8,2017-05-25
1856,57047092032,8,2017-05-25
2004,51312010033,8,2017-05-25
2004,52100041050,8,2017-05-25
115,54100027009,8,2017-05-26
490,52370020076,8,2017-05-26
1064,10000085369,8,2017-05-26
1064,57127900036,8,2017-05-26
1864,10000085361,8,2017-05-26
1864,50930030075,8,2017-05-26
1864,53475600050,8,2017-05-26
1864,57457010076,8,2017-05-26
2200,10000085363,8,2017-05-26
2200,10000085369,8,2017-05-26
2264,10000085364,8,2017-05-26
2462,10000085364,8,2017-05-26
2462,54610020076,8,2017-05-26
67,10000085364,8,2017-05-27
67,53663200076,8,2017-05-27
67,54154889078,8,2017-05-27
67,54900065051,8,2017-05-27
67,57756765076,8,2017-05-27
262,50800490036,8,2017-05-27
518,10000085363,8,2017-05-27
518,10000085369,8,2017-05-27
1098,10000089012,8,2017-05-27
1098,10000089047,8,2017-05-27
1098,10000089051,8,2017-05-27
1098,50004110076,8,2017-05-27
1113,10000085364,8,2017-05-27
1113,54154888076,8,2017-05-27
1421,10000085363,8,2017-05-27
1593,10000085363,8,2017-05-27
1778,52484270076,8,2017-05-27
2322,54154888076,8,2017-05-27
2004,54200000033,8,2017-05-28
574,53800050033,8,2017-05-29
864,51981012076,8,2017-05-29
1167,10000089055,8,2017-05-29
1167,53663200076,8,2017-05-29
1568,52310030076,8,2017-05-29
1568,54300031076,8,2017-05-29
1591,10000085363,8,2017-05-29
1591,53800050033,8,2017-05-29
1963,10000085363,8,2017-05-29
1963,52370020076,8,2017-05-29
2222,50004110076,8,2017-05-29
13,53600000078,8,2017-05-30
1694,57045970076,8,2017-05-30
1944,10000085364,8,2017-05-31
1944,10000089044,8,2017-05-31
1944,51862700076,8,2017-05-31
1944,52370020076,8,2017-05-31
1944,52580010042,9,2017-05-31
1944,53000021076,8,2017-05-31
1990,10000085369,8,2017-05-31
2082,10000085363,8,2017-05-31
588,10000085363,8,2017-06-01
588,10000089045,8,2017-06-01
588,10000089046,8,2017-06-01
588,51312010033,8,2017-06-01
1762,10000089012,8,2017-06-01
1762,51800009050,8,2017-06-01
1762,53600000078,8,2017-06-01
2004,10000085363,8,2017-06-01
2199,10000085364,8,2017-06-01
2199,52100041050,8,2017-06-01
2199,53000021076,8,2017-06-01
2199,57045970076,8,2017-06-01
276,10000085361,8,2017-06-02
294,54154889078,8,2017-06-02
67,52840042077,9,2017-06-03
93,52580010042,9,2017-06-03
367,53700020076,8,2017-06-03
367,53800050033,8,2017-06-03
367,53800050033,9,2017-06-03
367,57800000033,8,2017-06-03
1541,10000085364,8,2017-06-03
1541,55000013033,8,2017-06-03
1541,55100090033,8,2017-06-03
1823,10000085364,8,2017-06-03
1823,51111110076,8,2017-06-03
1823,55100012140,8,2017-06-03
1975,52580010042,9,2017-06-03
2370,10000085363,8,2017-06-03
214,51266950076,8,2017-06-04
256,10000085369,8,2017-06-04
383,53600000078,8,2017-06-04
630,54154888076,8,2017-06-04
647,53600000078,8,2017-06-04
877,52840042077,9,2017-06-04
877,55004910025,9,2017-06-04
1475,52100041050,8,2017-06-04
1773,10000089064,9,2017-06-04
1937,53000021076,8,2017-06-04
1029,10000085363,8,2017-06-05
1146,52370020076,8,2017-06-05
1694,52100041050,8,2017-06-05
2451,51380041309,9,2017-06-05
2451,54154888076,8,2017-06-05
2451,54850011033,9,2017-06-05
389,10000085361,8,2017-06-07
1529,10000089015,8,2017-06-07
1529,51958211075,8,2017-06-07
1529,54300031076,8,2017-06-07
1963,10000089049,8,2017-06-07
1963,52898920076,8,2017-06-07
2004,51800009050,8,2017-06-07
2322,54610020076,8,2017-06-07
2322,57047092032,8,2017-06-07
2448,54450031033,8,2017-06-07
158,52100000033,9,2017-06-08
426,10000089020,8,2017-06-08
1630,53700067076,8,2017-06-08
2042,10000085364,8,2017-06-08
2042,52100041050,8,2017-06-08
2042,53620010050,8,2017-06-08
2042,57631000076,8,2017-06-08
2406,52100000033,9,2017-06-08
2406,53700060051,9,2017-06-08
2462,57127900036,8,2017-06-08
367,10000085361,8,2017-06-09
367,10000089048,8,2017-06-09
367,54154888076,8,2017-06-09
367,57192117133,8,2017-06-09
1463,10000085363,8,2017-06-09
2168,10000085363,8,2017-06-09
1175,55000013033,8,2017-06-10
1175,57045970076,8,2017-06-10
2004,54300031076,8,2017-06-10
321,10000089064,9,2017-06-11
321,52840042077,9,2017-06-11
1475,10000085364,8,2017-06-11
1475,10000089018,8,2017-06-11
1642,10000085366,8,2017-06-11
2007,53600000078,8,2017-06-11
13,52370020076,8,2017-06-12
22,54850011033,9,2017-06-12
2019,10000085363,8,2017-06-12
2317,53663200076,8,2017-06-12
1451,53076800082,8,2017-06-13
1451,54154889078,8,2017-06-13
2489,57047092032,8,2017-06-13
581,52840031033,8,2017-06-14
1726,55150010034,8,2017-06-14
2500,53663200076,8,2017-06-14
2500,54300031076,8,2017-06-14
367,51380041309,9,2017-06-15
2019,51700010076,8,2017-06-15
588,55100012140,8,2017-06-16
2004,52920000042,8,2017-06-16
2199,10000085378,9,2017-06-16
2199,54300026033,9,2017-06-16
2324,10000085363,8,2017-06-16
2324,10000085366,8,2017-06-16
2421,10000085363,8,2017-06-16
2421,52840031033,8,2017-06-16
421,10000085364,8,2017-06-18
1166,53700067076,8,2017-06-18
1936,10000085363,8,2017-06-18
2448,54440020034,8,2017-06-18
2451,57127900036,8,2017-06-18
2455,55000013033,8,2017-06-18
1694,10000089029,8,2017-06-19
67,53800050033,8,2017-06-20
67,53800050033,9,2017-06-20
67,55000013050,8,2017-06-20
143,10000085363,8,2017-06-20
1693,10000085361,8,2017-06-20
2451,53800050033,8,2017-06-20
2451,53800050033,9,2017-06-20
680,10000085363,8,2017-06-21
895,10000085364,8,2017-06-21
454,57910012076,8,2017-06-22
378,53600000078,8,2017-06-23
1357,10000085364,8,2017-06-23
2007,10000085363,8,2017-06-23
2481,10000085364,8,2017-06-23
545,10000085361,8,2017-06-24
545,50800490078,8,2017-06-24
545,53600000078,8,2017-06-24
545,55100012140,8,2017-06-24
574,10000085368,8,2017-06-24
574,54300080075,8,2017-06-24
877,53800050033,8,2017-06-24
877,53800050033,9,2017-06-24
1753,51410030033,8,2017-06-24
1823,51780034078,8,2017-06-24
29,55100012140,8,2017-06-25
378,10000085363,8,2017-06-25
1726,10000085361,8,2017-06-25
1753,51600040033,8,2017-06-25
1795,10000085366,8,2017-06-25
1795,53800087950,8,2017-06-25
1795,55100055075,8,2017-06-25
1591,10000085378,9,2017-06-27
1591,52100000033,9,2017-06-27
1591,52100061076,9,2017-06-27
1591,52840042077,9,2017-06-27
1591,53800050033,9,2017-06-27
1591,54850011033,9,2017-06-27
1591,55004910025,9,2017-06-27
1923,51380041309,9,2017-06-28
1923,52100061076,9,2017-06-28
1923,52580010042,9,2017-06-28
1923,53700060051,9,2017-06-28
282,10000085378,9,2017-06-29
282,53700060051,9,2017-06-29
282,54300026033,9,2017-06-29
282,57064021233,9,2017-06-29
1947,50834620078,9,2017-06-30
1947,54850011033,9,2017-06-30
1429,52100000033,9,2017-07-01
2240,53600000082,10,2017-07-01
2280,53700048182,10,2017-07-01
443,52100000033,9,2017-07-02
443,54300026033,9,2017-07-02
1040,53700060051,9,2017-07-02
574,10000085370,10,2017-07-03
605,10000085370,10,2017-07-04
605,53700048182,10,2017-07-04
1541,53600000082,10,2017-07-04
2124,51500059033,10,2017-07-04
574,55220010013,10,2017-07-09
605,53700048182,10,2017-07-09
1710,50813713084,10,2017-07-09
982,54110030074,10,2017-07-10
13,53600050042,11,2017-07-13
2451,10000089073,12,2017-07-14
1899,10000089073,12,2017-07-16
1899,51800000050,12,2017-07-16
1899,52100023024,12,2017-07-16
2462,10000089073,12,2017-07-16
605,50813713084,10,2017-07-17
2080,10000089073,12,2017-07-18
2080,51800000050,12,2017-07-18
2080,53800050033,12,2017-07-18
2124,10000089073,12,2017-07-18
2124,54300010033,12,2017-07-18
88,57940062040,11,2017-07-21
1451,55150000034,11,2017-07-21
2200,51600045033,12,2017-07-22
2200,52529311476,12,2017-07-22
1710,53700048182,10,2017-07-23
1899,51800015033,12,2017-07-23
1899,54470031076,12,2017-07-23
1899,57790000032,12,2017-07-23
2421,10000089073,12,2017-07-24
2124,54470031076,12,2017-07-25
1229,10000089073,12,2017-07-26
1229,52100023024,12,2017-07-26
1229,54470031076,12,2017-07-26
1229,57680000025,12,2017-07-26
1856,10000089073,12,2017-07-27
2042,10000089073,12,2017-07-28
13,53600000082,10,2017-07-29
718,53600000082,10,2017-07-29
1326,55150000034,11,2017-07-29
1707,57033040050,11,2017-07-29
1633,10000089073,12,2017-08-01
1633,51600045033,12,2017-08-01
389,10000085426,13,2017-08-08
389,10000089093,13,2017-08-08
596,10000085425,13,2017-08-08
1305,10000089102,13,2017-08-08
1305,52740022050,13,2017-08-08
2124,51800000050,12,2017-08-08
40,10000089106,13,2017-08-09
351,10000085429,13,2017-08-09
351,52740022050,13,2017-08-09
367,54100024950,13,2017-08-09
1066,50800490076,13,2017-08-09
1098,52840011033,13,2017-08-09
1247,10000085425,13,2017-08-09
1247,54300020076,13,2017-08-09
1256,53620064076,13,2017-08-09
2011,10000085429,13,2017-08-09
2011,10000085432,13,2017-08-09
2123,10000085425,13,2017-08-09
2123,51113240013,13,2017-08-09
2123,52016910055,13,2017-08-09
2123,54180010033,13,2017-08-09
2123,54650050060,13,2017-08-09
2123,57255400076,13,2017-08-09
2217,10000085426,13,2017-08-09
2331,10000089110,13,2017-08-09
2380,10000089108,13,2017-08-09
2380,51600070033,13,2017-08-09
2380,54200000076,13,2017-08-09
2380,54369530009,13,2017-08-09
2421,57631000076,13,2017-08-09
2427,10000085427,13,2017-08-09
2427,10000085432,13,2017-08-09
2489,10000085425,13,2017-08-09
2489,51600070033,13,2017-08-09
2489,51960060050,13,2017-08-09
2489,55150000034,11,2017-08-09
464,50800490076,13,2017-08-10
469,10000085429,13,2017-08-10
600,51600070033,13,2017-08-10
600,51960060050,13,2017-08-10
979,10000085425,13,2017-08-10
979,10000085426,13,2017-08-10
979,10000085427,13,2017-08-10
979,51480000076,13,2017-08-10
979,54900065036,13,2017-08-10
982,10000085425,13,2017-08-10
982,52740022050,13,2017-08-10
982,57255400076,13,2017-08-10
1175,10000085429,13,2017-08-10
1175,53700040075,13,2017-08-10
1175,55000013050,13,2017-08-10
1726,10000085426,13,2017-08-10
1726,10000085432,13,2017-08-10
1726,53600040087,13,2017-08-10
1726,54263410033,13,2017-08-10
1845,53620010050,13,2017-08-10
1845,54154888076,13,2017-08-10
1907,10000085429,13,2017-08-10
1907,10000089111,13,2017-08-10
2334,10000085425,13,2017-08-10
2334,54200000076,13,2017-08-10
256,10000085426,13,2017-08-11
256,10000089136,13,2017-08-11
256,57047091041,13,2017-08-11
630,10000085425,13,2017-08-11
630,52840011033,13,2017-08-11
650,52100040050,13,2017-08-11
805,10000085425,13,2017-08-11
805,10000089076,13,2017-08-11
805,51600070033,13,2017-08-11
805,52740022050,13,2017-08-11
805,57105210033,13,2017-08-11
920,10000085425,13,2017-08-11
920,10000085429,13,2017-08-11
920,51600070033,13,2017-08-11
920,54200000076,13,2017-08-11
993,10000085427,13,2017-08-11
993,10000085429,13,2017-08-11
993,10000089124,13,2017-08-11
993,54200000076,13,2017-08-11
1005,10000089128,13,2017-08-11
1113,54180010033,13,2017-08-11
2314,52898920076,13,2017-08-11
2314,57631000076,13,2017-08-11
2370,54200000076,13,2017-08-11
346,10000089111,13,2017-08-12
378,57127930075,13,2017-08-12
702,10000085427,13,2017-08-12
702,10000089106,13,2017-08-12
702,52100040050,13,2017-08-12
712,10000085426,13,2017-08-12
968,55000013050,13,2017-08-12
1000,10000089124,13,2017-08-12
1944,52840042034,13,2017-08-12
1944,53800050033,13,2017-08-12
1944,58978500076,13,2017-08-12
2407,10000085425,13,2017-08-12
2407,10000089128,13,2017-08-12
2407,52740022050,13,2017-08-12
2407,57680810050,13,2017-08-12
22,51440050055,13,2017-08-13
93,53800050033,13,2017-08-13
93,54369530009,13,2017-08-13
679,10000085428,13,2017-08-13
679,57631000076,13,2017-08-13
703,10000085429,13,2017-08-13
703,51480000076,13,2017-08-13
703,51600070033,13,2017-08-13
703,54300020076,13,2017-08-13
703,54800111033,13,2017-08-13
845,10000085427,13,2017-08-13
845,51111113178,13,2017-08-13
845,54263410033,13,2017-08-13
1687,10000085426,13,2017-08-13
1831,51600070033,13,2017-08-13
1831,57047091041,13,2017-08-13
1917,10000089109,13,2017-08-13
1917,51960010076,13,2017-08-13
1917,52740022050,13,2017-08-13
1917,54154888076,13,2017-08-13
1917,54300020076,13,2017-08-13
1965,10000089133,13,2017-08-13
2087,10000085426,13,2017-08-13
2087,10000089079,13,2017-08-13
2087,54154888076,13,2017-08-13
2087,54300020076,13,2017-08-13
2087,55714580087,13,2017-08-13
2087,57680810050,13,2017-08-13
249,52840050076,13,2017-08-14
361,52927461001,13,2017-08-14
361,55410000076,13,2017-08-14
397,10000085429,13,2017-08-14
397,53800050033,13,2017-08-14
397,54300020076,13,2017-08-14
397,54369530009,13,2017-08-14
1011,10000085427,13,2017-08-14
1011,10000085432,13,2017-08-14
1011,54154888076,13,2017-08-14
2147,10000085425,13,2017-08-14
2147,10000089133,13,2017-08-14
2147,54150023150,13,2017-08-14
2147,57680810050,13,2017-08-14
2233,10000085425,13,2017-08-14
2233,54154888076,13,2017-08-14
2233,57047091041,13,2017-08-14
2305,10000085426,13,2017-08-14
2305,52740022050,13,2017-08-14
2380,56414410013,13,2017-08-14
239,52740022050,13,2017-08-15
458,10000089124,13,2017-08-15
679,53010030033,13,2017-08-15
1000,50000540082,13,2017-08-15
1000,51480000076,13,2017-08-15
1000,53700040075,13,2017-08-15
1907,52038210082,13,2017-08-15
2064,51980010075,13,2017-08-15
2064,54200000076,13,2017-08-15
2083,51981012076,13,2017-08-15
2441,54180010033,13,2017-08-15
2441,57631000076,13,2017-08-15
13,51600070033,13,2017-08-16
13,52500060033,11,2017-08-16
13,54154889076,13,2017-08-16
40,53620010050,13,2017-08-16
934,51600070033,13,2017-08-16
1074,10000085425,13,2017-08-16
1074,10000085426,13,2017-08-16
1074,10000085429,13,2017-08-16
2007,10000085428,13,2017-08-16
2007,10000085429,13,2017-08-16
2156,56414410013,13,2017-08-16
2280,10000085427,13,2017-08-16
2280,51700010076,13,2017-08-16
895,10000085425,13,2017-08-17
979,55410000076,13,2017-08-17
979,57105210033,13,2017-08-17
1098,54100024950,13,2017-08-17
1256,55703711082,13,2017-08-17
1488,52927461001,13,2017-08-17
1488,54154889076,13,2017-08-17
1488,56414410013,13,2017-08-17
1509,53700040075,13,2017-08-17
1633,10000089124,13,2017-08-17
1633,10000089128,13,2017-08-17
1823,10000085429,13,2017-08-17
1823,10000089098,13,2017-08-17
1823,10000089113,13,2017-08-17
2112,54100024950,13,2017-08-17
2112,55000013050,13,2017-08-17
2451,10000085428,13,2017-08-17
2451,51254711082,13,2017-08-17
2451,51600070033,13,2017-08-17
2451,54154888076,13,2017-08-17
2451,57047091041,13,2017-08-17
2451,57680810050,13,2017-08-17
2467,10000085426,13,2017-08-17
2467,56414410013,13,2017-08-17
2475,51600070033,13,2017-08-17
67,10000085426,13,2017-08-18
67,53700040075,13,2017-08-18
143,54300020076,13,2017-08-18
143,55410000076,13,2017-08-18
184,10000085426,13,2017-08-18
184,10000089091,13,2017-08-18
184,53620010050,13,2017-08-18
588,10000089106,13,2017-08-18
588,10000089113,13,2017-08-18
588,51600050042,13,2017-08-18
588,53620010050,13,2017-08-18
883,10000085429,13,2017-08-18
883,10000089134,13,2017-08-18
982,10000089124,13,2017-08-18
982,51600040033,13,2017-08-18
1029,51480000076,13,2017-08-18
1421,10000085429,13,2017-08-18
1421,10000089128,13,2017-08-18
1421,54154888076,13,2017-08-18
1421,57047091041,13,2017-08-18
1508,10000085426,13,2017-08-18
1508,10000089124,13,2017-08-18
1508,10000089137,13,2017-08-18
1508,51600070033,13,2017-08-18
1990,10000089111,13,2017-08-18
2124,10000089111,13,2017-08-18
2305,51600070033,13,2017-08-18
18,10000085429,13,2017-08-19
18,51380020033,13,2017-08-19
18,55000013050,13,2017-08-19
99,10000085426,13,2017-08-19
464,10000085428,13,2017-08-19
464,51111113178,13,2017-08-19
764,10000085429,13,2017-08-19
889,51600040033,13,2017-08-19
889,53663250076,13,2017-08-19
889,58978500076,13,2017-08-19
1020,50000540082,13,2017-08-19
1113,52898920076,13,2017-08-19
1394,54154888076,13,2017-08-19
1598,10000085429,13,2017-08-19
1778,10000085429,13,2017-08-19
1778,10000089106,13,2017-08-19
1778,54154888076,13,2017-08-19
1937,52898920076,13,2017-08-19
1937,54300020076,13,2017-08-19
1937,55000034042,13,2017-08-19
2004,10000085429,13,2017-08-19
2019,10000089082,13,2017-08-19
2019,10000089106,13,2017-08-19
2019,54300020076,13,2017-08-19
2199,10000085426,13,2017-08-19
2489,10000085425,13,2017-08-19
2489,10000085427,13,2017-08-19
